"X","Unnamed..0","accepted","author","kingdom","Family","name","rank","powo_Snippet","Source","fqId","Accepted_Name","Accepted_ID","Accepted_Rank","Accepted_Species","Accepted_Species_ID"
1770,1771,"True","L.","Plantae","Malvaceae","Sida rhombifolia","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:235798-2)","urn:lsid:ipni.org:names:235798-2","Sida rhombifolia","235798-2","Species","Sida rhombifolia","235798-2"
1771,1772,"True","L.","Plantae","Oxalidaceae","Oxalis corniculata","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:177893-2)","urn:lsid:ipni.org:names:177893-2","Oxalis corniculata","177893-2","Species","Oxalis corniculata","177893-2"
1772,1773,"True","L.f.","Plantae","Solanaceae","Cestrum tomentosum","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:330708-2)","urn:lsid:ipni.org:names:330708-2","Cestrum tomentosum","330708-2","Species","Cestrum tomentosum","330708-2"
1773,1774,"True","(L.) Gaertn.","Plantae","Solanaceae","Nicandra physalodes","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:816832-1)","urn:lsid:ipni.org:names:816832-1","Nicandra physalodes","816832-1","Species","Nicandra physalodes","816832-1"
1774,1775,"True","L.f.","Plantae","Solanaceae","Solanum marginatum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:819994-1)","urn:lsid:ipni.org:names:819994-1","Solanum marginatum","819994-1","Species","Solanum marginatum","819994-1"
1775,1776,"True","Wilkin","Plantae","Dioscoreaceae","Dioscorea strydomiana","Species"," <b>Use</b>: <em>Medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:77107546-1)","urn:lsid:ipni.org:names:77107546-1","Dioscorea strydomiana","77107546-1","Species","Dioscorea strydomiana","77107546-1"
1776,1777,"True","L.","Plantae","Lythraceae","Punica granatum","Species"," <b>Use</b>:  for its fruit and is also highly regarded for its <em>medicinal</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:554129-1)","urn:lsid:ipni.org:names:554129-1","Punica granatum","554129-1","Species","Punica granatum","554129-1"
1777,1778,"True","(L.) L.","Plantae","Asteraceae","Eclipta prostrata","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:1186403-2)","urn:lsid:ipni.org:names:1186403-2","Eclipta prostrata","1186403-2","Species","Eclipta prostrata","1186403-2"
1778,1779,"True","(L.) W.D.J.Koch","Plantae","Brassicaceae","Brassica nigra","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:279422-1)","urn:lsid:ipni.org:names:279422-1","Brassica nigra","279422-1","Species","Brassica nigra","279422-1"
1779,1780,"True","(L.) DeFilipps","Plantae","Combretaceae","Combretum indicum","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:77101543-1)","urn:lsid:ipni.org:names:77101543-1","Combretum indicum","77101543-1","Species","Combretum indicum","77101543-1"
1780,1781,"True","Mutis ex L.f.","Plantae","Ericaceae","Bejaria resinosa","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:327015-1)","urn:lsid:ipni.org:names:327015-1","Bejaria resinosa","327015-1","Species","Bejaria resinosa","327015-1"
1781,1782,"True","Medik.","Plantae","Fabaceae","Melilotus albus","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:156656-2)","urn:lsid:ipni.org:names:156656-2","Melilotus albus","156656-2","Species","Melilotus albus","156656-2"
1782,1783,"True","(DC.) S.A.Mori","Plantae","Lecythidaceae","Eschweilera coriacea","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:947902-1)","urn:lsid:ipni.org:names:947902-1","Eschweilera coriacea","947902-1","Species","Eschweilera coriacea","947902-1"
1783,1784,"True","(L.) Alston","Plantae","Myrtaceae","Syzygium jambos","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:601802-1)","urn:lsid:ipni.org:names:601802-1","Syzygium jambos","601802-1","Species","Syzygium jambos","601802-1"
1784,1785,"True","L.","Plantae","Nyctaginaceae","Mirabilis jalapa","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:162591-2)","urn:lsid:ipni.org:names:162591-2","Mirabilis jalapa","162591-2","Species","Mirabilis jalapa","162591-2"
1785,1786,"True","Juss.","Plantae","Passifloraceae","Passiflora ligularis","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:675142-1)","urn:lsid:ipni.org:names:675142-1","Passiflora ligularis","675142-1","Species","Passiflora ligularis","675142-1"
1786,1787,"True","J.Koenig","Plantae","Zingiberaceae","Hedychium coronarium","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:796836-1)","urn:lsid:ipni.org:names:796836-1","Hedychium coronarium","796836-1","Species","Hedychium coronarium","796836-1"
1787,1788,"True","(Benth.) H.Rob.","Plantae","Asteraceae","Eirmocephala brachiata","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:944995-1)","urn:lsid:ipni.org:names:944995-1","Eirmocephala brachiata","944995-1","Species","Eirmocephala brachiata","944995-1"
1788,1789,"True","Kunth","Plantae","Asteraceae","Mikania micrantha","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:161051-2)","urn:lsid:ipni.org:names:161051-2","Mikania micrantha","161051-2","Species","Mikania micrantha","161051-2"
1789,1790,"True","(L.) Juss. ex Kunth","Plantae","Bignoniaceae","Tecoma stans","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:111284-1)","urn:lsid:ipni.org:names:111284-1","Tecoma stans","111283-1","Species","Tecoma stans","111283-1"
1790,1791,"True","(Kunth) Steud.","Plantae","Bixaceae","Cochlospermum orinocense","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:111532-1)","urn:lsid:ipni.org:names:111532-1","Cochlospermum orinocense","111532-1","Species","Cochlospermum orinocense","111532-1"
1791,1792,"True","(Parkinson) Fosberg","Plantae","Moraceae","Artocarpus altilis","Species"," <b>Use</b>: Food plant in the tropics, timber, <em>medicinal</em>, occasionally","POWO pages(/taxon/urn:lsid:ipni.org:names:582598-1)","urn:lsid:ipni.org:names:582598-1","Artocarpus altilis","582598-1","Species","Artocarpus altilis","582598-1"
1792,1793,"True","L.","Plantae","Poaceae","Avena fatua","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:391443-1)","urn:lsid:ipni.org:names:391443-1","Avena fatua","391443-1","Species","Avena fatua","391443-1"
1793,1794,"True","L.","Plantae","Fabaceae","Trifolium pratense","Species"," <b>Use</b>: , honey production, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:523575-1)","urn:lsid:ipni.org:names:523575-1","Trifolium pratense","523575-1","Species","Trifolium pratense","523575-1"
1794,1795,"True","Willd.","Plantae","Amaranthaceae","Chenopodium quinoa","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:165175-1)","urn:lsid:ipni.org:names:165175-1","Chenopodium quinoa","165175-1","Species","Chenopodium quinoa","165175-1"
1795,1796,"True","L.","Plantae","Apiaceae","Eryngium campestre","Species"," <b>Use</b>:  and other parts of Europe for its <em>medicinal</em> properties which","POWO pages(/taxon/urn:lsid:ipni.org:names:841701-1)","urn:lsid:ipni.org:names:841701-1","Eryngium campestre","841701-1","Species","Eryngium campestre","841701-1"
1796,1797,"True","L.f.","Plantae","Asteraceae","Barnadesia spinosa","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:184250-1)","urn:lsid:ipni.org:names:184250-1","Barnadesia spinosa","184250-1","Species","Barnadesia spinosa","184250-1"
1797,1798,"True","Schweinf.","Plantae","Fabaceae","Crotalaria agatiflora","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:487769-1)","urn:lsid:ipni.org:names:487769-1","Crotalaria agatiflora","487769-1","Species","Crotalaria agatiflora","487769-1"
1798,1799,"True","(Mill.) Urb.","Plantae","Fabaceae","Desmodium intortum","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:134286-3)","urn:lsid:ipni.org:names:134286-3","Desmodium intortum","134286-3","Species","Desmodium intortum","134286-3"
1799,1800,"True","L.","Plantae","Malvaceae","Hibiscus rosa-sinensis","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:560756-1)","urn:lsid:ipni.org:names:560756-1","Hibiscus rosa-sinensis","560756-1","Species","Hibiscus rosa-sinensis","560756-1"
1800,1801,"True","Labill.","Plantae","Myrtaceae","Eucalyptus globulus","Species"," <b>Use</b>: Essential oil, <em>medicinal</em>, timber, paper pulp, herbal tea","POWO pages(/taxon/urn:lsid:ipni.org:names:592965-1)","urn:lsid:ipni.org:names:592965-1","Eucalyptus globulus","592965-1","Species","Eucalyptus globulus","592965-1"
1801,1802,"True","(Prain) Mabb.","Plantae","Asparagaceae","Dracaena trifasciata","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:77164235-1)","urn:lsid:ipni.org:names:77164235-1","Dracaena trifasciata","77164235-1","Species","Dracaena trifasciata","77164235-1"
1802,1803,"True","Ruiz & Pav.","Plantae","Asteraceae","Galinsoga quadriradiata","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:208557-1)","urn:lsid:ipni.org:names:208557-1","Galinsoga quadriradiata","208557-1","Species","Galinsoga quadriradiata","208557-1"
1803,1804,"True","(L.) Medik.","Plantae","Brassicaceae","Capsella bursa-pastoris","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:30092589-2)","urn:lsid:ipni.org:names:30092589-2","Capsella bursa-pastoris","30092589-2","Species","Capsella bursa-pastoris","30092589-2"
1804,1805,"True","Mill.","Plantae","Cactaceae","Opuntia elatior","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:136561-1)","urn:lsid:ipni.org:names:136561-1","Opuntia elatior","136561-1","Species","Opuntia elatior","136561-1"
1805,1806,"True","Triana & Planch.","Plantae","Caricaceae","Vasconcellea goudotiana","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:675773-1)","urn:lsid:ipni.org:names:675773-1","Vasconcellea goudotiana","675773-1","Species","Vasconcellea goudotiana","675773-1"
1806,1807,"True","L.","Plantae","Fabaceae","Spartium junceum","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:519057-1)","urn:lsid:ipni.org:names:519057-1","Spartium junceum","519057-1","Species","Spartium junceum","519057-1"
1807,1808,"True","(L.) P.J.H.Hurter & Mabb.","Plantae","Fabaceae","Vachellia nilotica","Species"," <b>Use</b>: <em>Medicinal</em>, timber, fuelwood, fodder.","POWO pages(/taxon/urn:lsid:ipni.org:names:77089275-1)","urn:lsid:ipni.org:names:77089275-1","Vachellia nilotica","77089275-1","Species","Vachellia nilotica","77089275-1"
1808,1809,"True","L.f.","Plantae","Lamiaceae","Tectona grandis","Species"," <b>Use</b>: Building material, <em>medicinal</em>.","POWO pages(/taxon/urn:lsid:ipni.org:names:864923-1)","urn:lsid:ipni.org:names:864923-1","Tectona grandis","864923-1","Species","Tectona grandis","864923-1"
1809,1810,"True","L.","Plantae","Rosaceae","Fragaria vesca","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:30074127-2)","urn:lsid:ipni.org:names:30074127-2","Fragaria vesca","30074127-2","Species","Fragaria vesca","30074127-2"
1810,1811,"True","(Poepp.) K.Schum.","Plantae","Rubiaceae","Duroia hirsuta","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:86135-2)","urn:lsid:ipni.org:names:86135-2","Duroia hirsuta","86135-2","Species","Duroia hirsuta","86135-2"
1811,1812,"True","L.","Plantae","Verbenaceae","Lantana trifolia","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:135333-2)","urn:lsid:ipni.org:names:135333-2","Lantana trifolia","135333-2","Species","Lantana trifolia","135333-2"
1812,1813,"True","(Lam.) Hook.f. & Thomson","Plantae","Annonaceae","Cananga odorata","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:72580-1)","urn:lsid:ipni.org:names:72580-1","Cananga odorata","72580-1","Species","Cananga odorata","72580-1"
1813,1814,"True","L.","Plantae","Combretaceae","Terminalia catappa","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:171034-1)","urn:lsid:ipni.org:names:171034-1","Terminalia catappa","171034-1","Species","Terminalia catappa","171034-1"
1814,1815,"True","H.Karst.","Plantae","Arecaceae","Bactris setulosa","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:664746-1)","urn:lsid:ipni.org:names:664746-1","Bactris setulosa","664746-1","Species","Bactris setulosa","664746-1"
1815,1816,"True","L.","Plantae","Asteraceae","Lactuca sativa","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:228239-1)","urn:lsid:ipni.org:names:228239-1","Lactuca sativa","228239-1","Species","Lactuca sativa","228239-1"
1816,1817,"True","Caldas","Plantae","Basellaceae","Ullucus tuberosus","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:167633-1)","urn:lsid:ipni.org:names:167633-1","Ullucus tuberosus","167633-1","Species","Ullucus tuberosus","167633-1"
1817,1818,"True","(L.) Roth","Plantae","Convolvulaceae","Ipomoea purpurea","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:30043043-2)","urn:lsid:ipni.org:names:30043043-2","Ipomoea purpurea","30043043-2","Species","Ipomoea purpurea","30043043-2"
1818,1819,"True","L.","Plantae","Passifloraceae","Passiflora maliformis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:324148-2)","urn:lsid:ipni.org:names:324148-2","Passiflora maliformis","324148-2","Species","Passiflora maliformis","324148-2"
1819,1820,"True","(DC.) Stapf","Plantae","Poaceae","Cymbopogon citratus","Species"," <b>Use</b>: C. citratus (DC.) Stapf is an important <em>medicinal</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:396896-1)","urn:lsid:ipni.org:names:396896-1","Cymbopogon citratus","396896-1","Species","Cymbopogon citratus","396896-1"
1820,1821,"True","Ehrh.","Plantae","Rosaceae","Prunus serotina","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:730262-1)","urn:lsid:ipni.org:names:730262-1","Prunus serotina","730262-1","Species","Prunus serotina","730262-1"
1821,1822,"True","Lam.","Plantae","Solanaceae","Solanum quitoense","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:820696-1)","urn:lsid:ipni.org:names:820696-1","Solanum quitoense","820696-1","Species","Solanum quitoense","820696-1"
1822,1823,"True","L.","Plantae","Apiaceae","Daucus carota","Species"," <b>Use</b>: Wren (1956) states that the plant top is <em>medicinal</em>","POWO pages(/taxon/urn:lsid:ipni.org:names:841063-1)","urn:lsid:ipni.org:names:841063-1","Daucus carota","841063-1","Species","Daucus carota","841063-1"
1823,1824,"True","(Kunth) Cortés","Plantae","Arecaceae","Elaeis oleifera","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:88982-2)","urn:lsid:ipni.org:names:88982-2","Elaeis oleifera","88982-2","Species","Elaeis oleifera","88982-2"
1824,1825,"True","L.","Plantae","Coriariaceae","Coriaria ruscifolia","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:271369-1)","urn:lsid:ipni.org:names:271369-1","Coriaria ruscifolia","271369-1","Species","Coriaria ruscifolia","271369-1"
1825,1826,"True","L.","Plantae","Lamiaceae","Mentha pulegium","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:451022-1)","urn:lsid:ipni.org:names:451022-1","Mentha pulegium","451022-1","Species","Mentha pulegium","451022-1"
1826,1827,"True","L.","Plantae","Piperaceae","Piper aduncum","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:680296-1)","urn:lsid:ipni.org:names:680296-1","Piper aduncum","680296-1","Species","Piper aduncum","680296-1"
1827,1828,"True","(L.) R.Br.","Plantae","Poaceae","Sporobolus indicus","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016).","POWO pages(/taxon/urn:lsid:ipni.org:names:1207790-2)","urn:lsid:ipni.org:names:1207790-2","Sporobolus indicus","1207790-2","Species","Sporobolus indicus","1207790-2"
1828,1829,"True","Poir.","Plantae","Rosaceae","Rubus urticifolius","Species"," <b>Use</b>: <em>Medicinal</em> (State of the World's Plants 2016, Instituto","POWO pages(/taxon/urn:lsid:ipni.org:names:741023-1)","urn:lsid:ipni.org:names:741023-1","Rubus urticifolius","741023-1","Species","Rubus urticifolius","741023-1"
1829,1830,"True","L.","Plantae","Vitaceae","Vitis vinifera","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:30478388-2)","urn:lsid:ipni.org:names:30478388-2","Vitis vinifera","30478388-2","Species","Vitis vinifera","30478388-2"
1830,1831,"True","Aubl.","Plantae","Anacardiaceae","Tapirira guianensis","Species"," <b>Use</b>: <em>Medicinal</em> (Instituto Humboldt 2014).","POWO pages(/taxon/urn:lsid:ipni.org:names:71559-1)","urn:lsid:ipni.org:names:71559-1","Tapirira guianensis","71559-1","Species","Tapirira guianensis","71559-1"
