,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,powo_Snippet,Sources
1850,81992-1,Tabernaemontana alternifolia,Tabernaemontana alternifolia,81992-1,Species,,:MPNS (Tabernaemontana alternifolia)
1851,81996-1,Tabernaemontana amygdalifolia,Tabernaemontana amygdalifolia,81996-1,Species,,:MPNS (Tabernaemontana amygdalifolia)
1852,82002-1,Tabernaemontana angulata,Tabernaemontana angulata,82002-1,Species,,:MPNS (Tabernaemontana angulata)
1853,82013-1,Tabernaemontana aurantiaca,Tabernaemontana aurantiaca,82013-1,Species,,:MPNS (Tabernaemontana aurantiaca)
1854,82026-1,Tabernaemontana bovina,Tabernaemontana bovina,82026-1,Species,,:MPNS (Tabernaemontana bovina)
1855,82027-1,Tabernaemontana brachyantha,Tabernaemontana brachyantha,82027-1,Species,,:MPNS (Tabernaemontana brachyantha)
1856,82034-1,Tabernaemontana bufalina,Tabernaemontana bufalina,82034-1,Species,,:MPNS (Tabernaemontana bufalina)
1857,82043-1,Tabernaemontana catharinensis,Tabernaemontana catharinensis,82043-1,Species,,:MPNS (Tabernaemontana catharinensis)
1858,82053-1,Tabernaemontana ciliata,Tabernaemontana ciliata,82053-1,Species,,:MPNS (Tabernaemontana ciliata)
1859,82055-1,Tabernaemontana citrifolia,Tabernaemontana citrifolia,82055-1,Species,,:MPNS (Tabernaemontana citrifolia)
1860,82059-1,Tabernaemontana coffeoides,Tabernaemontana coffeoides,82059-1,Species,,:MPNS (Tabernaemontana coffeoides)
1861,60466167-2,Tabernaemontana corymbosa,Tabernaemontana corymbosa,60466167-2,Species,,:MPNS (Tabernaemontana corymbosa)
1862,82072-1,Tabernaemontana crassa,Tabernaemontana crassa,82072-1,Species,,:MPNS (Tabernaemontana crassa)
1863,82084-1,Tabernaemontana cymosa,Tabernaemontana cymosa,82084-1,Species,,:MPNS (Tabernaemontana cymosa)
1864,60466169-2,Tabernaemontana dichotoma,Tabernaemontana dichotoma,60466169-2,Species,,:MPNS (Tabernaemontana dichotoma)
1865,82097-1,Tabernaemontana divaricata,Tabernaemontana divaricata,82097-1,Species,,:MPNS (Tabernaemontana divaricata)
1866,248857-2,Tabernaemontana donnell-smithii,Tabernaemontana donnell-smithii,248857-2,Species,,:MPNS (Tabernaemontana donnell-smithii)
1867,82107-1,Tabernaemontana eglandulosa,Tabernaemontana eglandulosa,82107-1,Species,,:MPNS (Tabernaemontana eglandulosa)
1868,82109-1,Tabernaemontana elegans,Tabernaemontana elegans,82109-1,Species,,:MPNS (Tabernaemontana elegans)
1869,82125-1,Tabernaemontana gamblei,Tabernaemontana gamblei,82125-1,Species,,:MPNS (Tabernaemontana gamblei)
1870,82129-1,Tabernaemontana glandulosa,Tabernaemontana glandulosa,82129-1,Species,,:MPNS (Tabernaemontana glandulosa)
1871,82139-1,Tabernaemontana grandiflora,Tabernaemontana grandiflora,82139-1,Species,,:MPNS (Tabernaemontana grandiflora)
1872,82146-1,Tabernaemontana heterophylla,Tabernaemontana heterophylla,82146-1,Species,,:MPNS (Tabernaemontana heterophylla)
1873,82189-1,Tabernaemontana linkii,Tabernaemontana linkii,82189-1,Species,,:MPNS (Tabernaemontana linkii)
1874,82203-1,Tabernaemontana macrocarpa,Tabernaemontana macrocarpa,82203-1,Species,,:MPNS (Tabernaemontana macrocarpa)
1875,82235-1,Tabernaemontana muricata,Tabernaemontana muricata,82235-1,Species,,:MPNS (Tabernaemontana muricata)
1876,82263-1,Tabernaemontana pachysiphon,Tabernaemontana pachysiphon,82263-1,Species,,:MPNS (Tabernaemontana pachysiphon)
1877,82269-1,Tabernaemontana pandacaqui,Tabernaemontana pandacaqui,82269-1,Species,,:MPNS (Tabernaemontana pandacaqui)
1878,82278-1,Tabernaemontana pauciflora,Tabernaemontana pauciflora,82278-1,Species,,:MPNS (Tabernaemontana pauciflora)
1879,82280-1,Tabernaemontana peduncularis,Tabernaemontana peduncularis,82280-1,Species,,:MPNS (Tabernaemontana peduncularis)
1880,82282-1,Tabernaemontana penduliflora,Tabernaemontana penduliflora,82282-1,Species,,:MPNS (Tabernaemontana penduliflora)
1881,82285-1,Tabernaemontana persicariifolia,Tabernaemontana persicariifolia,82285-1,Species,,:MPNS (Tabernaemontana persicariifolia)
1882,82297-1,Tabernaemontana psorocarpa,Tabernaemontana psorocarpa,82297-1,Species,,:MPNS (Tabernaemontana psorocarpa)
1883,77105798-1,Tabernaemontana robinsonii,Tabernaemontana robinsonii,77105798-1,Species,,:MPNS (Tabernaemontana robinsonii)
1884,82320-1,Tabernaemontana rostrata,Tabernaemontana rostrata,82320-1,Species,,:MPNS (Tabernaemontana rostrata)
1885,20001045-1,Tabernaemontana siphilitica,Tabernaemontana siphilitica,20001045-1,Species,,:MPNS (Tabernaemontana siphilitica)
1886,82334-1,Tabernaemontana solanifolia,Tabernaemontana solanifolia,82334-1,Species,,:MPNS (Tabernaemontana solanifolia)
1887,82336-1,Tabernaemontana sphaerocarpa,Tabernaemontana sphaerocarpa,82336-1,Species,,:MPNS (Tabernaemontana sphaerocarpa)
1888,82342-1,Tabernaemontana stapfiana,Tabernaemontana stapfiana,82342-1,Species,,:MPNS (Tabernaemontana stapfiana)
1889,82346-1,Tabernaemontana stenosiphon,Tabernaemontana stenosiphon,82346-1,Species,,:MPNS (Tabernaemontana stenosiphon)
1890,82362-1,Tabernaemontana thurstonii,Tabernaemontana thurstonii,82362-1,Species,,:MPNS (Tabernaemontana thurstonii)
1891,77105802-1,Tabernaemontana tomentosa,Tabernaemontana tomentosa,77105802-1,Species,,:MPNS (Tabernaemontana tomentosa)
1892,82371-1,Tabernaemontana undulata,Tabernaemontana undulata,82371-1,Species,,:MPNS (Tabernaemontana undulata)
1893,285821-2,Tabernaemontana vanheurckii,Tabernaemontana vanheurckii,285821-2,Species,,:MPNS (Tabernaemontana vanheurckii)
1894,82377-1,Tabernaemontana ventricosa,Tabernaemontana ventricosa,82377-1,Species,,:MPNS (Tabernaemontana ventricosa)
1895,56090-1,Tabernanthe iboga,Tabernanthe iboga,56090-1,Species,,:MPNS (Tabernanthe iboga)
1896,102071-1,Tacazzea apiculata,Tacazzea apiculata,102071-1,Species,,:MPNS (Tacazzea apiculata)
1897,102075-1,Tacazzea conferta,Tacazzea conferta,102075-1,Species,,:MPNS (Tacazzea conferta)
1898,767328-1,Tamilnadia uliginosa,Tamilnadia uliginosa,767328-1,Species,,:MPNS (Tamilnadia uliginosa)
1899,911533-1,Tarenna alpestris,Tarenna alpestris,911533-1,Species,,:MPNS (Tarenna alpestris)
1900,60434903-2,Tarenna asiatica,Tarenna asiatica,60434903-2,Species,,:MPNS (Tarenna asiatica)
1901,767407-1,Tarenna attenuata,Tarenna attenuata,767407-1,Species,,:MPNS (Tarenna attenuata)
1902,767489-1,Tarenna hoaensis,Tarenna hoaensis,767489-1,Species,,:MPNS (Tarenna hoaensis)
1903,767496-1,Tarenna junodii,Tarenna junodii,767496-1,Species,,:MPNS (Tarenna junodii)
1904,767517-1,Tarenna longifolia,Tarenna longifolia,767517-1,Species,,:MPNS (Tarenna longifolia)
1905,767531-1,Tarenna mollissima,Tarenna mollissima,767531-1,Species,,:MPNS (Tarenna mollissima)
1906,60455916-2,Tarenna monosperma,Tarenna monosperma,60455916-2,Species,,:MPNS (Tarenna monosperma)
1907,767552-1,Tarenna odorata,Tarenna odorata,767552-1,Species,,:MPNS (Tarenna odorata)
1908,767565-1,Tarenna pavettoides,Tarenna pavettoides,767565-1,Species,,:MPNS (Tarenna pavettoides)
1909,767580-1,Tarenna pulchra,Tarenna pulchra,767580-1,Species,,:MPNS (Tarenna pulchra)
1910,767592-1,Tarenna sambucina,Tarenna sambucina,767592-1,Species,,:MPNS (Tarenna sambucina)
1911,967089-1,Tarenna sambucina var. buruensis,Tarenna sambucina,767592-1,Variety,,:MPNS (Tarenna sambucina var. buruensis)
1912,767614-1,Tarenna thomasii,Tarenna thomasii,767614-1,Species,,:MPNS (Tarenna thomasii)
1913,911537-1,Tarenna weberifolia,Tarenna weberifolia,911537-1,Species,,:MPNS (Tarenna weberifolia)
1914,767641-1,Tarennoidea wallichii,Tarennoidea wallichii,767641-1,Species,,:MPNS (Tarennoidea wallichii)
1915,102144-1,Tavaresia barklyi,Tavaresia barklyi,102144-1,Species,,:MPNS (Tavaresia barklyi)
1916,102154-1,Telosma africana,Telosma africana,102154-1,Species,,:MPNS (Telosma africana)
1917,102157-1,Telosma cordata,Telosma cordata,102157-1,Species,,:MPNS (Telosma cordata)
1918,102161-1,Telosma pallida,Telosma pallida,102161-1,Species,,:MPNS (Telosma pallida)
1919,102163-1,Telosma procumbens,Telosma procumbens,102163-1,Species,,:MPNS (Telosma procumbens)
1920,82440-1,Thevetia ahouai,Thevetia ahouai,82440-1,Species,,:MPNS (Thevetia ahouai)
1921,767751-1,Timonius flavescens,Timonius flavescens,767751-1,Species,,:MPNS (Timonius flavescens)
1922,767783-1,Timonius lasianthoides,Timonius lasianthoides,767783-1,Species,,:MPNS (Timonius lasianthoides)
1923,767880-1,Timonius timon,Timonius timon,767880-1,Species,,:MPNS (Timonius timon)
1924,77169220-1,Timonius timon var. timon,Timonius timon,767880-1,Variety,,:MPNS (Timonius timon var. timon)
1925,77089823-1,Timonius uniflorus,Timonius uniflorus,77089823-1,Species,,:MPNS (Timonius uniflorus)
1926,254970-2,Tocoyena formosa,Tocoyena formosa,254970-2,Species,,:MPNS (Tocoyena formosa)
1927,254987-2,Tocoyena sprucei,Tocoyena sprucei,254987-2,Species,,:MPNS (Tocoyena sprucei)
1928,102219-1,Toxocarpus kurzii,Toxocarpus kurzii,102219-1,Species,,:MPNS (Toxocarpus kurzii)
1929,102262-1,Toxocarpus villosus,Toxocarpus villosus,102262-1,Species,,:MPNS (Toxocarpus villosus)
1930,102264-1,Toxocarpus wightianus,Toxocarpus wightianus,102264-1,Species,,:MPNS (Toxocarpus wightianus)
1931,82528-1,Trachelospermum asiaticum,Trachelospermum asiaticum,82528-1,Species,,:MPNS (Trachelospermum asiaticum)
1932,82531-1,Trachelospermum axillare,Trachelospermum axillare,82531-1,Species,,:MPNS (Trachelospermum axillare)
1933,82546-1,Trachelospermum dunnii,Trachelospermum dunnii,82546-1,Species,,:MPNS (Trachelospermum dunnii)
1934,82553-1,Trachelospermum jasminoides,Trachelospermum jasminoides,82553-1,Species,,:MPNS (Trachelospermum jasminoides)
1935,82558-1,Trachelospermum lucidum,Trachelospermum lucidum,82558-1,Species,,:MPNS (Trachelospermum lucidum)
1936,767983-1,Tricalysia angolensis,Tricalysia angolensis,767983-1,Species,,:MPNS (Tricalysia angolensis)
1937,768118-1,Tricalysia reticulata,Tricalysia reticulata,768118-1,Species,,:MPNS (Tricalysia reticulata)
1938,768203-1,Uncaria acida,Uncaria acida,768203-1,Species,,:MPNS (Uncaria acida)
1939,768207-1,Uncaria africana,Uncaria africana,768207-1,Species,,:MPNS (Uncaria africana)
1940,890701-1,Uncaria africana subsp. angolensis,Uncaria africana,768207-1,Subspecies,,:MPNS (Uncaria africana subsp. angolensis)
1941,768214-1,Uncaria bernaysii,Uncaria bernaysii,768214-1,Species,,:MPNS (Uncaria bernaysii)
1942,768220-1,Uncaria callophylla,Uncaria callophylla,768220-1,Species,,:MPNS (Uncaria callophylla)
1943,768226-1,Uncaria cordata,Uncaria cordata,768226-1,Species,,:MPNS (Uncaria cordata)
1944,768231-1,Uncaria elliptica,Uncaria elliptica,768231-1,Species,,:MPNS (Uncaria elliptica)
1945,60458896-2,Uncaria gambir,Uncaria gambir,60458896-2,Species,,:MPNS (Uncaria gambir)
1946,768250-1,Uncaria guianensis,Uncaria guianensis,768250-1,Species,,:MPNS (Uncaria guianensis)
1947,768253-1,Uncaria hirsuta,Uncaria hirsuta,768253-1,Species,,:MPNS (Uncaria hirsuta)
1948,768254-1,Uncaria homomalla,Uncaria homomalla,768254-1,Species,,:MPNS (Uncaria homomalla)
1949,768270-1,Uncaria lanosa,Uncaria lanosa,768270-1,Species,,:MPNS (Uncaria lanosa)
1950,890714-1,Uncaria lanosa f. setiloba,Uncaria lanosa,768270-1,Form,,:MPNS (Uncaria lanosa f. setiloba)
1951,890707-1,Uncaria lanosa var. appendiculata,Uncaria lanosa,768270-1,Variety,,:MPNS (Uncaria lanosa var. appendiculata)
1952,890708-1,Uncaria lanosa var. ferrea,Uncaria lanosa,768270-1,Variety,,:MPNS (Uncaria lanosa var. ferrea)
1953,890709-1,Uncaria lanosa var. glabrata,Uncaria lanosa,768270-1,Variety,,:MPNS (Uncaria lanosa var. glabrata)
1954,768273-1,Uncaria longiflora,Uncaria longiflora,768273-1,Species,,:MPNS (Uncaria longiflora)
1955,890717-1,Uncaria longiflora var. pteropoda,Uncaria longiflora,768273-1,Variety,,:MPNS (Uncaria longiflora var. pteropoda)
1956,768275-1,Uncaria macrophylla,Uncaria macrophylla,768275-1,Species,,:MPNS (Uncaria macrophylla)
1957,768297-1,Uncaria rhynchophylla,Uncaria rhynchophylla,768297-1,Species,,:MPNS (Uncaria rhynchophylla)
1958,768311-1,Uncaria sessilifructus,Uncaria sessilifructus,768311-1,Species,,:MPNS (Uncaria sessilifructus)
1959,768314-1,Uncaria sinensis,Uncaria sinensis,768314-1,Species,,:MPNS (Uncaria sinensis)
1960,768320-1,Uncaria talbotii,Uncaria talbotii,768320-1,Species,,:MPNS (Uncaria talbotii)
1961,768322-1,Uncaria tomentosa,Uncaria tomentosa,768322-1,Species,,:MPNS (Uncaria tomentosa)
1962,82585-1,Urceola brachysepala,Urceola brachysepala,82585-1,Species,,:MPNS (Urceola brachysepala)
1963,82586-1,Urceola elastica,Urceola elastica,82586-1,Species,,:MPNS (Urceola elastica)
1964,977795-1,Urceola huaitingii,Urceola huaitingii,977795-1,Species,,:MPNS (Urceola huaitingii)
1965,77186120-1,Urceola laevigata,Urceola laevigata,77186120-1,Species,,:MPNS (Urceola laevigata)
1966,977796-1,Urceola micrantha,Urceola micrantha,977796-1,Species,,:MPNS (Urceola micrantha)
1967,980056-1,Urceola minutiflora,Urceola minutiflora,980056-1,Species,,:MPNS (Urceola minutiflora)
1968,77186122-1,Urceola polyneura,Urceola polyneura,77186122-1,Species,,:MPNS (Urceola polyneura)
1969,977797-1,Urceola quintaretii,Urceola quintaretii,977797-1,Species,,:MPNS (Urceola quintaretii)
1970,977799-1,Urceola rosea,Urceola rosea,977799-1,Species,,:MPNS (Urceola rosea)
1971,977798-1,Urceola tournieri,Urceola tournieri,977798-1,Species,,:MPNS (Urceola tournieri)
1972,769430-1,Urophyllum arboreum,Urophyllum arboreum,769430-1,Species,,:MPNS (Urophyllum arboreum)
1973,769484-1,Urophyllum glabrum,Urophyllum glabrum,769484-1,Species,,:MPNS (Urophyllum glabrum)
1974,769490-1,Urophyllum griffithianum,Urophyllum griffithianum,769490-1,Species,,:MPNS (Urophyllum griffithianum)
1975,769495-1,Urophyllum hirsutum,Urophyllum hirsutum,769495-1,Species,,:MPNS (Urophyllum hirsutum)
1976,769590-1,Urophyllum villosum,Urophyllum villosum,769590-1,Species,,:MPNS (Urophyllum villosum)
1977,82646-1,Vallaris glabra,Vallaris glabra,82646-1,Species,,:MPNS (Vallaris glabra)
1978,82649-1,Vallaris indecora,Vallaris indecora,82649-1,Species,,:MPNS (Vallaris indecora)
1979,82660-1,Vallaris solanacea,Vallaris solanacea,82660-1,Species,,:MPNS (Vallaris solanacea)
1980,82668-1,Vallesia glabra,Vallesia glabra,82668-1,Species,,:MPNS (Vallesia glabra)
1981,77067582-1,Vangueria agrestis,Vangueria agrestis,77067582-1,Species,,:MPNS (Vangueria agrestis)
1982,769845-1,Vangueria apiculata,Vangueria apiculata,769845-1,Species,,:MPNS (Vangueria apiculata)
1983,769721-1,Vangueria cyanescens,Vangueria cyanescens,769721-1,Species,,:MPNS (Vangueria cyanescens)
1984,769733-1,Vangueria esculenta,Vangueria esculenta,769733-1,Species,,:MPNS (Vangueria esculenta)
1985,77177188-1,Vangueria ferruginea,Vangueria ferruginea,77177188-1,Species,,:MPNS (Vangueria ferruginea)
1986,769741-1,Vangueria infausta,Vangueria infausta,769741-1,Species,,:MPNS (Vangueria infausta)
1987,77169958-1,Vangueria infausta subsp. infausta,Vangueria infausta,769741-1,Subspecies,,:MPNS (Vangueria infausta subsp. infausta)
1988,920389-1,Vangueria infausta subsp. rotundata,Vangueria infausta,769741-1,Subspecies,,:MPNS (Vangueria infausta subsp. rotundata)
1989,769749-1,Vangueria lasiantha,Vangueria lasiantha,769749-1,Species,,:MPNS (Vangueria lasiantha)
1990,769752-1,Vangueria latifolia,Vangueria latifolia,769752-1,Species,,:MPNS (Vangueria latifolia)
1991,769765-1,Vangueria macrocalyx,Vangueria macrocalyx,769765-1,Species,,:MPNS (Vangueria macrocalyx)
1992,769766-1,Vangueria madagascariensis,Vangueria madagascariensis,769766-1,Species,,:MPNS (Vangueria madagascariensis)
1993,769785-1,Vangueria pygmaea,Vangueria pygmaea,769785-1,Species,,:MPNS (Vangueria pygmaea)
1994,769814-1,Vangueria venosa,Vangueria venosa,769814-1,Species,,:MPNS (Vangueria venosa)
1995,77176866-1,Vangueria vestita,Vangueria vestita,77176866-1,Species,,:MPNS (Vangueria vestita)
1996,769855-1,Vangueria volkensii,Vangueria volkensii,769855-1,Species,,:MPNS (Vangueria volkensii)
1997,769828-1,Vangueriopsis lanciflora,Vangueriopsis lanciflora,769828-1,Species,,:MPNS (Vangueriopsis lanciflora)
1998,82683-1,Vinca difformis,Vinca difformis,82683-1,Species,,:MPNS (Vinca difformis)
1999,874374-1,Vinca difformis subsp. sardoa,Vinca difformis,82683-1,Subspecies,,:MPNS (Vinca difformis subsp. sardoa)
2000,82686-1,Vinca erecta,Vinca erecta,82686-1,Species,,:MPNS (Vinca erecta)
2001,82691-1,Vinca herbacea,Vinca herbacea,82691-1,Species,,:MPNS (Vinca herbacea)
2002,82697-1,Vinca major,Vinca major,82697-1,Species,,:MPNS (Vinca major)
2003,82701-1,Vinca minor,Vinca minor,82701-1,Species,,:MPNS (Vinca minor)
2004,102666-1,Vincetoxicum amplexicaule,Vincetoxicum amplexicaule,102666-1,Species,,:MPNS (Vincetoxicum amplexicaule)
2005,77190186-1,Vincetoxicum arenicola,Vincetoxicum arenicola,77190186-1,Species,,:MPNS (Vincetoxicum arenicola)
2006,102674-1,Vincetoxicum arnottianum,Vincetoxicum arnottianum,102674-1,Species,,:MPNS (Vincetoxicum arnottianum)
2007,77176914-1,Vincetoxicum ascyrifolium,Vincetoxicum ascyrifolium,77176914-1,Species,,:MPNS (Vincetoxicum ascyrifolium)
2008,60457664-2,Vincetoxicum atratum,Vincetoxicum atratum,60457664-2,Species,,:MPNS (Vincetoxicum atratum)
2009,102680-1,Vincetoxicum auriculatum,Vincetoxicum auriculatum,102680-1,Species,,:MPNS (Vincetoxicum auriculatum)
2010,102691-1,Vincetoxicum biglandulosum,Vincetoxicum biglandulosum,102691-1,Species,,:MPNS (Vincetoxicum biglandulosum)
2011,77190195-1,Vincetoxicum brevipes,Vincetoxicum brevipes,77190195-1,Species,,:MPNS (Vincetoxicum brevipes)
2012,77190199-1,Vincetoxicum cameroonicum,Vincetoxicum cameroonicum,77190199-1,Species,,:MPNS (Vincetoxicum cameroonicum)
2013,102706-1,Vincetoxicum canescens,Vincetoxicum canescens,102706-1,Species,,:MPNS (Vincetoxicum canescens)
2014,946567-1,Vincetoxicum chekiangense,Vincetoxicum chekiangense,946567-1,Species,,:MPNS (Vincetoxicum chekiangense)
2015,102721-1,Vincetoxicum chinense,Vincetoxicum chinense,102721-1,Species,,:MPNS (Vincetoxicum chinense)
2016,102726-1,Vincetoxicum cissoides,Vincetoxicum cissoides,102726-1,Species,,:MPNS (Vincetoxicum cissoides)
2017,77190206-1,Vincetoxicum confusum,Vincetoxicum confusum,77190206-1,Species,,:MPNS (Vincetoxicum confusum)
2018,102744-1,Vincetoxicum dalzellii,Vincetoxicum dalzellii,102744-1,Species,,:MPNS (Vincetoxicum dalzellii)
2019,102771-1,Vincetoxicum fasciculatum,Vincetoxicum fasciculatum,102771-1,Species,,:MPNS (Vincetoxicum fasciculatum)
2020,77190219-1,Vincetoxicum flanaganii,Vincetoxicum flanaganii,77190219-1,Species,,:MPNS (Vincetoxicum flanaganii)
2021,102775-1,Vincetoxicum flexuosum,Vincetoxicum flexuosum,102775-1,Species,,:MPNS (Vincetoxicum flexuosum)
2022,77190222-1,Vincetoxicum flexuosum var. perrottetianum,Vincetoxicum flexuosum,102775-1,Variety,,:MPNS (Vincetoxicum flexuosum var. perrottetianum)
2023,77190221-1,Vincetoxicum flexuosum var. tenuis,Vincetoxicum flexuosum,102775-1,Variety,,:MPNS (Vincetoxicum flexuosum var. tenuis)
2024,102776-1,Vincetoxicum floribundum,Vincetoxicum floribundum,102776-1,Species,,:MPNS (Vincetoxicum floribundum)
2025,946558-1,Vincetoxicum forrestii,Vincetoxicum forrestii,946558-1,Species,,:MPNS (Vincetoxicum forrestii)
2026,946566-1,Vincetoxicum glaucescens,Vincetoxicum glaucescens,946566-1,Species,,:MPNS (Vincetoxicum glaucescens)
2027,102790-1,Vincetoxicum glaucum,Vincetoxicum glaucum,102790-1,Species,,:MPNS (Vincetoxicum glaucum)
2028,102791-1,Vincetoxicum globiferum,Vincetoxicum globiferum,102791-1,Species,,:MPNS (Vincetoxicum globiferum)
2029,102793-1,Vincetoxicum grandiflorum,Vincetoxicum grandiflorum,102793-1,Species,,:MPNS (Vincetoxicum grandiflorum)
2030,77190238-1,Vincetoxicum henryi,Vincetoxicum henryi,77190238-1,Species,,:MPNS (Vincetoxicum henryi)
2031,102807-1,Vincetoxicum hirsutum,Vincetoxicum hirsutum,102807-1,Species,,:MPNS (Vincetoxicum hirsutum)
2032,102810-1,Vincetoxicum hirundinaria,Vincetoxicum hirundinaria,102810-1,Species,,:MPNS (Vincetoxicum hirundinaria)
2033,77173520-1,Vincetoxicum hirundinaria subsp. hirundinaria,Vincetoxicum hirundinaria,102810-1,Subspecies,,:MPNS (Vincetoxicum hirundinaria subsp. hirundinaria)
2034,102814-1,Vincetoxicum hybanthera,Vincetoxicum hybanthera,102814-1,Species,,:MPNS (Vincetoxicum hybanthera)
2035,102815-1,Vincetoxicum inamoenum,Vincetoxicum inamoenum,102815-1,Species,,:MPNS (Vincetoxicum inamoenum)
2036,77164260-1,Vincetoxicum indicum,Vincetoxicum indicum,77164260-1,Species,,:MPNS (Vincetoxicum indicum)
2037,77178930-1,Vincetoxicum indicum var. glabrum,Vincetoxicum indicum,77164260-1,Variety,,:MPNS (Vincetoxicum indicum var. glabrum)
